Date,Open,High,Low,Close,Adj Close,Volume
2019-12-04,133.464249,135.682205,130.908539,132.410339,132.410339,7097427174
2019-12-05,132.355072,138.020889,131.236679,134.398727,134.398727,6074692160
2019-12-06,134.531540,134.751511,133.271423,134.910721,134.910721,5840410601
2019-12-07,134.913574,135.458038,134.169525,134.525253,134.525253,5345297720
2019-12-08,134.503113,137.802979,134.113968,136.773865,136.773865,5824622665
2019-12-09,136.737396,137.369858,133.424316,133.967392,133.967392,6095481500
2019-12-10,133.926437,134.273163,130.607132,131.858871,131.858871,6183808933
2019-12-11,131.907181,132.833145,128.428848,128.994873,128.994873,6321097719
2019-12-12,129.001755,130.972000,126.994003,130.154694,130.154694,7053174281
2019-12-13,130.200897,130.513962,128.634445,130.340103,130.340103,6532807967
2019-12-14,130.347916,130.865570,128.082855,128.473724,128.473724,6337903745
2019-12-15,128.469910,129.423431,125.378288,128.647919,128.647919,6503773458
2019-12-16,128.669983,128.748688,118.853889,119.975243,119.975243,8074385929
2019-12-17,120.005013,120.323326,108.864799,109.943810,109.943810,8121923166
2019-12-18,109.991287,120.004585,107.779411,119.735725,119.735725,10673854584
2019-12-19,119.700264,120.712532,113.158707,116.259438,116.259438,8598645398
2019-12-20,116.316284,116.669083,114.681740,116.515022,116.515022,7378752987
2019-12-21,116.542030,116.588699,115.202454,115.670853,115.670853,6724680406
2019-12-22,115.641220,120.156685,115.488083,119.475067,119.475067,8232366390
2019-12-23,119.415924,121.637444,114.900833,115.948944,115.948944,8674931855
2019-12-24,115.962616,118.815544,114.816856,116.383881,116.383881,7179602752
2019-12-25,116.388039,116.388039,112.471870,113.977356,113.977356,7587413114
2019-12-26,114.005920,117.873047,113.034218,113.845146,113.845146,7748955610
2019-12-27,113.851967,114.724060,111.964142,113.841682,113.841682,7426949981
2019-12-28,113.840256,116.565300,113.559875,114.833298,114.833298,7221045871
2019-12-29,114.783333,122.426186,114.542412,120.513527,120.513527,8682520244
2019-12-30,120.547989,122.055939,117.420731,118.406960,118.406960,8746111081
2019-12-31,118.388008,119.199547,114.829216,115.518661,115.518661,7965187724
2020-01-01,115.536301,118.799179,115.219673,116.588669,116.588669,7072964397
2020-01-02,116.604736,116.604736,113.622108,114.049316,114.049316,7190359200
2020-01-03,114.050278,120.573586,113.186432,120.231003,120.231003,9388280172
2020-01-04,120.228142,121.916565,119.217369,121.035393,121.035393,6658818674
2020-01-05,121.037834,124.925201,121.014114,122.106308,122.106308,6744029070
2020-01-06,122.132088,128.916824,121.858627,128.897095,128.897095,8122825928
2020-01-07,128.904083,130.112564,126.075279,128.722794,128.722794,8302052336
2020-01-08,128.672424,131.573746,124.442070,127.113251,127.113251,8447208190
2020-01-09,127.021141,127.187851,122.712898,125.109215,125.109215,6929139976
2020-01-10,125.098274,129.646362,122.117973,129.452225,129.452225,8169066730
2020-01-11,128.953476,131.715637,127.873390,128.508484,128.508484,8390766055
2020-01-12,128.603271,131.426208,128.311157,131.222351,131.222351,7671598314
2020-01-13,131.533783,132.046341,128.467651,129.520096,129.520096,7524187577
2020-01-14,129.542053,150.630356,129.360504,149.144073,149.144073,15019360522
2020-01-15,148.945694,153.117752,144.717682,149.039108,149.039108,13604430618
2020-01-16,149.130692,149.758774,143.166763,147.606033,147.606033,12332774870
2020-01-17,147.694351,156.037643,146.135544,153.986313,153.986313,13522352801
2020-01-18,153.957245,160.970123,150.384979,158.118103,158.118103,13461011586
2020-01-19,158.210007,159.814972,147.578918,150.502441,150.502441,12360892608
2020-01-20,150.443207,152.394836,146.449234,150.608337,150.608337,10043405666
2020-01-21,150.554230,153.300049,149.470551,153.078720,153.078720,8830696421
2020-01-22,152.998779,154.374161,150.445541,151.664169,151.664169,8299758781
2020-01-23,151.665573,151.683838,145.077362,147.380615,147.380615,9404716312
2020-01-24,147.354218,148.961960,142.044891,147.892319,147.892319,9666827474
2020-01-25,147.906921,148.051987,143.879181,146.284042,146.284042,7489035048
2020-01-26,146.186890,152.498108,145.374496,152.440048,152.440048,8400184297
2020-01-27,152.378159,156.970779,151.449387,155.116699,155.116699,9986364021
2020-01-28,155.074936,160.030487,154.941208,160.015152,160.015152,10681152813
2020-01-29,159.994797,162.347565,158.935028,158.935028,158.935028,9737888477
2020-01-30,158.814606,168.835815,156.477554,167.448883,167.448883,11428081834
2020-01-31,167.490967,168.106735,159.508606,162.378189,162.378189,10570990227
2020-02-01,162.336365,165.711761,162.015839,165.557083,165.557083,10428508531
2020-02-02,165.429596,174.035721,162.402313,170.091141,170.091141,12673971618
2020-02-03,170.082016,174.513535,169.573532,171.629669,171.629669,11202613932
2020-02-04,171.626648,172.771851,167.871857,171.337280,171.337280,10605396594
2020-02-05,171.381180,188.045013,171.029755,185.672256,185.672256,13514642139
2020-02-06,185.580841,195.034775,183.563309,193.367218,193.367218,14958012521
2020-02-07,193.346100,203.660721,193.335464,203.486542,203.486542,15233158162
2020-02-08,203.290024,206.999786,196.766357,203.855728,203.855728,15293942856
2020-02-09,203.705643,209.992706,203.705643,208.737946,208.737946,13726634520
2020-02-10,208.711060,209.286346,199.181229,204.869278,204.869278,14857250881
2020-02-11,204.743011,216.683792,200.381851,216.006439,216.006439,15537269480
2020-02-12,216.049500,250.491974,216.047729,244.053940,244.053940,22570375618
2020-02-13,243.728943,252.126465,237.872101,247.279205,247.279205,23797638790
2020-02-14,247.209122,263.197723,242.430740,262.423157,262.423157,21751759471
2020-02-15,262.740570,265.098145,244.006516,244.420990,244.420990,21865748343
2020-02-16,244.582993,251.949356,223.883194,239.717773,239.717773,23199662659
2020-02-17,239.713943,246.247971,225.391266,245.794327,245.794327,24014448576
2020-02-18,245.928467,262.279266,242.092804,261.186981,261.186981,24559622702
2020-02-19,261.271912,262.715179,240.298553,240.298553,240.298553,20979932494
2020-02-20,240.350266,243.888977,232.606720,239.114502,239.114502,21533633226
2020-02-21,239.060425,245.854324,236.996170,244.872086,244.872086,19239002841
2020-02-22,244.826859,245.585022,238.694611,241.846237,241.846237,15585840755
2020-02-23,241.797073,252.595154,241.504013,252.595154,252.595154,18072157794
2020-02-24,252.549881,254.314987,238.836197,244.470657,244.470657,20648606693
2020-02-25,244.532394,244.637314,226.825409,227.784012,227.784012,20110193302
2020-02-26,227.712891,229.672729,203.313873,207.343750,207.343750,24103973303
2020-02-27,207.349976,216.295609,195.168610,206.167587,206.167587,23317294003
2020-02-28,206.380539,213.153564,196.708679,205.633911,205.633911,20461354108
2020-02-29,205.700058,210.610077,199.358414,199.358414,199.358414,16486781373
2020-03-01,199.271515,205.551270,194.173264,198.146500,198.146500,16450907779
2020-03-02,197.912155,208.370789,196.620544,206.905945,206.905945,18221584703
2020-03-03,206.864822,208.954987,198.410370,200.843262,200.843262,17762757988
2020-03-04,200.919968,204.281570,199.439148,201.587509,201.587509,14875046683
2020-03-05,201.698761,209.477539,201.698761,204.293320,204.293320,16218570467
2020-03-06,204.204422,215.794098,203.851929,215.767792,215.767792,17166396965
2020-03-07,215.967056,221.484436,210.473770,210.741165,210.741165,17216715739
2020-03-08,210.677017,210.677017,176.164932,176.257172,176.257172,18778800440
2020-03-09,176.809982,181.824509,168.295380,177.222809,177.222809,20746499059
2020-03-10,177.992844,180.793411,174.507690,177.402359,177.402359,16209983800
2020-03-11,177.403046,179.248627,163.408844,173.030396,173.030396,15081372782
2020-03-12,172.915298,173.205307,99.415146,100.446304,100.446304,19790030606
2020-03-13,100.752853,122.902138,85.104950,119.554619,119.554619,25009753105
2020-03-14,119.896278,120.673363,109.842995,110.642990,110.642990,11432356936
2020-03-15,110.589188,118.132042,109.339767,112.269150,112.269150,11404284683
2020-03-16,112.073517,112.073517,94.189339,99.105408,99.105408,14322842165
2020-03-17,98.927017,106.885513,98.927017,103.461388,103.461388,10975586490
2020-03-18,103.384109,105.169769,102.310097,104.801155,104.801155,10602058561
2020-03-19,104.798920,131.743607,104.701309,128.144714,128.144714,15382515705
2020-03-20,128.196701,140.511429,114.919388,123.333008,123.333008,17617082489
2020-03-21,123.671768,126.327347,118.143524,123.397346,123.397346,12713416542
2020-03-22,123.427483,126.493866,115.010078,115.322289,115.322289,11687080938
2020-03-23,115.364220,125.333969,114.094788,125.333969,125.333969,13145349831
2020-03-24,125.596436,131.091461,123.564514,128.496567,128.496567,13528362818
2020-03-25,128.638733,130.464371,123.441170,125.083939,125.083939,12337113735
2020-03-26,125.079155,125.703865,122.702454,125.245155,125.245155,10289667551
2020-03-27,125.252739,126.405167,119.941422,119.941422,119.941422,10205374677
2020-03-28,120.026321,120.026321,113.678772,117.282036,117.282036,10889912446
2020-03-29,117.307861,117.449989,112.775208,112.717049,112.717049,8919922184
2020-03-30,112.711815,121.435074,112.599716,120.509064,120.509064,10736749100
2020-03-31,120.433243,121.661766,119.532402,121.157471,121.157471,10035193603
2020-04-01,121.174484,123.837738,118.753632,123.837738,123.837738,11373154743
2020-04-02,123.926865,135.419754,123.926865,130.969910,130.969910,14129731738
2020-04-03,131.044876,136.176193,129.434845,131.513321,131.513321,12203075602
2020-04-04,131.627975,134.546402,129.682480,134.400253,134.400253,11056608323
2020-04-05,134.438782,135.241653,131.515182,132.834915,132.834915,10439183287
2020-04-06,132.891876,156.718033,132.833023,156.591415,156.591415,20031655306
2020-04-07,156.602127,160.940765,150.636841,151.532211,151.532211,19879164436
2020-04-08,151.659225,159.563385,150.991592,158.952805,158.952805,15710159715
2020-04-09,159.062851,159.086884,154.663223,156.338760,156.338760,13639433131
2020-04-10,156.358994,156.492203,141.512512,144.847427,144.847427,16441218347
2020-04-11,144.963135,147.380173,142.013031,144.681122,144.681122,12395492210
2020-04-12,144.696091,150.247238,142.947754,147.416473,147.416473,13835497922
2020-04-13,147.030640,147.057205,138.954987,143.091583,143.091583,15075826369
2020-04-14,143.161545,146.761215,142.708679,143.468826,143.468826,13403313977
2020-04-15,143.440826,146.592819,140.158401,140.570206,140.570206,12996065047
2020-04-16,140.490906,159.533081,138.125580,158.546280,158.546280,21099121717
2020-04-17,158.658676,160.275803,156.155823,157.850342,157.850342,15371943535
2020-04-18,157.831482,172.818787,157.831482,171.874908,171.874908,18538223819
2020-04-19,171.827072,172.964478,165.628296,167.146240,167.146240,17620730942
2020-04-20,167.022247,171.236496,156.887527,158.584030,158.584030,19574066168
2020-04-21,158.326828,161.528549,157.450638,159.109909,159.109909,15160286402
2020-04-22,159.047913,169.855392,158.278931,168.964127,168.964127,16650932676
2020-04-23,168.983200,174.896042,166.568039,171.720306,171.720306,19745461155
2020-04-24,171.899811,176.145279,171.899811,174.862320,174.862320,15513279600
2020-04-25,174.835022,181.843826,174.143951,180.663757,180.663757,16873848225
2020-04-26,180.569778,184.229034,179.999207,182.353561,182.353561,16944867784
2020-04-27,182.499756,184.358246,178.669235,182.205276,182.205276,17248384596
2020-04-28,182.250351,183.551941,179.971497,183.163391,183.163391,16817145886
2020-04-29,183.209366,201.177490,182.753220,199.482315,199.482315,24270117510
2020-04-30,199.427994,209.461563,188.560516,189.696579,189.696579,25666527191
2020-05-01,189.970413,198.228226,189.860001,193.103317,193.103317,18764435273
2020-05-02,193.113220,194.553741,191.877762,194.083099,194.083099,16459404144
2020-05-03,194.107162,197.639359,188.104446,192.483673,192.483673,18678690078
2020-05-04,192.445084,193.373688,182.032135,190.913467,190.913467,20728387179
2020-05-05,190.765808,194.128571,188.318695,190.795288,190.795288,17536044735
2020-05-06,190.524887,195.817596,188.938797,188.952591,188.952591,18837816405
2020-05-07,188.820236,197.996796,187.096848,195.907883,195.907883,21774032589
2020-05-08,195.823746,199.377548,192.601669,194.184845,194.184845,18639874441
2020-05-09,194.322144,195.742447,190.576218,192.881134,192.881134,17274106311
2020-05-10,192.837433,192.837433,166.547806,174.000839,174.000839,23260048003
2020-05-11,174.030930,176.790085,167.220840,172.010651,172.010651,18554958645
2020-05-12,171.977798,176.560638,171.824295,174.541397,174.541397,14659150140
2020-05-13,174.598190,185.025375,174.485825,184.074905,184.074905,15760247530
2020-05-14,183.796036,188.976974,182.181213,187.793472,187.793472,18645744116
2020-05-15,187.799301,188.395813,179.095734,180.770599,180.770599,15341859076
2020-05-16,180.762039,187.376404,179.734634,185.441315,185.441315,14211471008
2020-05-17,185.378235,193.383713,184.910599,191.478439,191.478439,14299411990
2020-05-18,191.497940,199.527710,191.455551,196.556656,196.556656,15953191493
2020-05-19,196.629852,196.629852,192.570892,195.351730,195.351730,13129721708
2020-05-20,195.347275,196.254395,189.431870,191.349380,191.349380,11594236489
2020-05-21,191.378906,192.832870,176.469223,182.551895,182.551895,12154370003
2020-05-22,182.509445,191.359589,180.854279,190.054733,190.054733,11046824148
2020-05-23,190.077942,193.006226,188.334656,191.453949,191.453949,9784391066
2020-05-24,191.473816,193.197617,185.524643,185.524643,185.524643,10848272049
2020-05-25,185.169205,189.412766,183.981445,188.349457,188.349457,9554209482
2020-05-26,188.294250,188.754715,182.489212,183.898682,183.898682,9253797159
2020-05-27,183.890213,189.595779,183.810852,189.595779,189.595779,9650321800
2020-05-28,189.615753,198.886337,187.432724,198.456772,198.456772,11024574898
2020-05-29,198.533173,202.421204,195.911423,198.716843,198.716843,11045306481
2020-05-30,198.754745,219.669586,196.978287,218.230988,218.230988,13532096642
2020-05-31,218.236206,219.761536,206.967026,207.760559,207.760559,11005186765
2020-06-01,207.656723,223.037567,207.403976,222.007065,222.007065,12540426945
2020-06-02,221.860046,225.944763,208.704453,212.072662,212.072662,12321135254
2020-06-03,212.230133,217.344986,210.090103,217.344986,217.344986,8777992750
2020-06-04,217.279083,219.215683,211.404419,215.533966,215.533966,8968220481
2020-06-05,215.466248,218.213379,213.163666,213.641876,213.641876,8231338550
2020-06-06,213.623596,217.846222,212.305328,214.259705,214.259705,7186710804
2020-06-07,214.239120,217.084534,209.294846,216.588364,216.588364,8432245673
2020-06-08,216.598358,218.198715,213.906616,217.891403,217.891403,7144908272
2020-06-09,217.772095,219.562775,214.981186,216.100311,216.100311,7452902588
2020-06-10,216.021454,218.744888,213.640091,217.704788,217.704788,7736169506
2020-06-11,217.795914,219.344452,203.638870,205.254044,205.254044,10946043448
2020-06-12,205.185654,211.764038,203.465057,210.970917,210.970917,7878505590
2020-06-13,211.016586,212.513977,209.579010,212.261429,212.261429,6345062413
2020-06-14,212.314148,212.432556,207.234024,208.080444,208.080444,6612103226
2020-06-15,208.030319,206.823349,196.886795,202.804642,202.804642,9293177253
2020-06-16,202.657700,209.072327,201.545868,208.073425,208.073425,7070500355
2020-06-17,208.141068,210.003830,204.129196,207.266068,207.266068,6849971946
2020-06-18,207.150803,208.531433,204.384949,207.089020,207.089020,5990294834
2020-06-19,206.958572,207.223083,202.366852,203.173843,203.173843,6213488603
2020-06-20,203.029007,207.069565,202.767670,205.123886,205.123886,5594194911
2020-06-21,205.071884,207.883652,204.336029,204.885208,204.885208,5010881211
2020-06-22,204.897339,216.463593,204.860886,215.040359,215.040359,8050351860
2020-06-23,215.043747,216.522095,213.178772,215.822632,215.822632,5856111326
2020-06-24,215.861328,219.469864,206.541901,209.568710,209.568710,7835327588
2020-06-25,209.506836,209.726364,204.796768,207.625290,207.625290,6248448886
2020-06-26,207.565567,208.535263,204.526947,204.726318,204.726318,6406935975
2020-06-27,204.693741,207.249512,196.615891,198.751038,198.751038,6167190069
2020-06-28,198.710648,203.777313,195.642548,200.772614,200.772614,5529157107
2020-06-29,200.785324,204.517059,197.578476,202.897186,202.897186,5980502040
2020-06-30,202.695847,204.971664,200.370804,201.446381,201.446381,5424443592
2020-07-01,201.285782,206.850357,200.180481,205.401367,205.401367,5744627261
2020-07-02,205.557327,206.330780,200.707367,204.113174,204.113174,5527624962
2020-07-03,204.048004,204.360214,199.971008,200.391632,200.391632,4542440974
2020-07-04,200.303986,204.583466,200.207443,203.711945,203.711945,4649452550
2020-07-05,203.624863,204.407913,199.695267,202.410675,202.410675,4705132910
2020-07-06,202.428818,214.039017,201.606079,213.488754,213.488754,7763870761
2020-07-07,213.013504,214.317688,207.763428,212.039673,212.039673,5713060841
2020-07-08,212.114578,219.128357,211.391891,217.578003,217.578003,8725864662
2020-07-09,217.647049,217.619385,212.271439,215.278366,215.278366,7467010245
2020-07-10,215.147308,215.244598,210.260742,213.249786,213.249786,6443350307
2020-07-11,213.302704,213.729843,210.901443,211.909943,211.909943,4993866280
2020-07-12,211.911240,215.319656,210.416168,214.070084,214.070084,5831912148
2020-07-13,214.114441,216.141510,209.957764,211.174789,211.174789,6863711393
2020-07-14,211.501785,212.423660,209.623291,210.535294,210.535294,6448503410
2020-07-15,210.475815,211.549393,207.880951,208.822769,208.822769,5420910943
2020-07-16,208.846756,209.450745,203.450241,205.119171,205.119171,5120109140
2020-07-17,205.163513,205.184677,203.861023,203.687622,203.687622,5127650485
2020-07-18,203.759888,206.959183,203.267776,206.031616,206.031616,4722343637
2020-07-19,206.009293,209.008743,204.103210,208.386108,208.386108,5462340964
2020-07-20,208.392532,209.465591,205.211884,206.108810,206.108810,4888144492
2020-07-21,206.239166,213.507751,205.736053,212.380249,212.380249,5900037299
2020-07-22,212.398056,227.250107,210.336487,226.697647,226.697647,6659439465
2020-07-23,226.868835,238.943298,225.361420,236.894577,236.894577,8866703920
2020-07-24,236.923599,245.531693,231.778564,239.536392,239.536392,8120847987
2020-07-25,239.374207,263.160461,239.374207,260.857605,260.857605,9252729054
2020-07-26,260.544983,271.435425,257.606964,265.703949,265.703949,10300561237
2020-07-27,265.716217,281.244507,265.716217,273.226837,273.226837,13294693024
2020-07-28,273.495117,277.062439,262.281677,270.189056,270.189056,10543751885
2020-07-29,270.102142,275.862183,267.128204,270.029816,270.029816,9232234499
2020-07-30,269.990875,285.800995,268.478729,281.754059,281.754059,9960049634
2020-07-31,281.793732,295.965118,276.928314,293.370026,293.370026,10213775297
2020-08-01,293.577148,330.125305,291.699890,327.028015,327.028015,11924186526
2020-08-02,327.325287,349.125854,303.208862,314.640228,314.640228,16051309511
2020-08-03,315.032532,337.451233,313.333862,328.505402,328.505402,10914584712
2020-08-04,328.387451,340.891235,326.602417,330.001526,330.001526,11923380880
2020-08-05,329.862152,342.395599,327.107361,338.256927,338.256927,10844915421
2020-08-06,338.251282,339.691467,330.582703,332.597473,332.597473,9519625940
2020-08-07,332.820557,335.980408,312.245148,321.925201,321.925201,10816733334
2020-08-08,321.958038,334.203339,320.090302,334.203339,334.203339,7924486924
2020-08-09,335.321228,339.080566,327.284393,331.983032,331.983032,8022064475
2020-08-10,331.916016,338.583344,331.916016,337.256622,337.256622,9955156782
2020-08-11,337.262726,339.135437,315.933197,324.120697,324.120697,10900096079
2020-08-12,323.847809,331.810547,313.827789,331.566193,331.566193,10521931988
2020-08-13,331.408447,366.383179,321.007599,362.837311,362.837311,15639585189
2020-08-14,362.782715,375.534821,358.617554,369.347473,369.347473,12720841077
2020-08-15,369.486938,373.027740,362.996002,365.934875,365.934875,10484413299
2020-08-16,365.931213,368.392914,350.508392,365.988800,365.988800,10266915979
2020-08-17,366.146698,373.049377,356.240082,361.717285,361.717285,11138809761
2020-08-18,361.833801,364.181580,351.654175,354.534119,354.534119,10024229499
2020-08-19,354.592102,357.347900,334.876648,343.187134,343.187134,11092214660
2020-08-20,343.436310,353.006134,341.163269,350.819305,350.819305,8460501592
2020-08-21,350.574127,352.695374,328.465210,329.893921,329.893921,9988383112
2020-08-22,329.813171,336.131104,324.556763,335.595764,335.595764,8589952963
2020-08-23,335.364899,336.151306,326.443298,331.734772,331.734772,6897121883
2020-08-24,331.984375,347.202454,329.979553,346.046295,346.046295,8757355275
2020-08-25,345.984802,346.368378,316.666473,324.448639,324.448639,10500989537
2020-08-26,324.428680,331.679565,320.960785,326.411224,326.411224,8418468143
2020-08-27,326.532623,333.512207,317.374329,323.757324,323.757324,8848649862
2020-08-28,323.754730,334.292236,322.685028,332.526794,332.526794,7661184100
2020-08-29,332.369659,340.667847,330.103088,335.884857,335.884857,7372191266
2020-08-30,335.628876,359.972290,335.621887,359.386322,359.386322,9405837754
2020-08-31,359.481354,367.622742,353.006134,364.466309,364.466309,10701401203
2020-09-01,364.294312,408.849213,361.729340,400.060516,400.060516,15818502313
2020-09-02,400.023590,403.529419,358.546906,371.420593,371.420593,16621106299
2020-09-03,371.588959,379.881470,321.857941,325.746216,325.746216,16573848101
2020-09-04,324.901367,339.700714,315.045715,327.961670,327.961670,14146900299
2020-09-05,327.790405,332.971893,267.591003,283.206604,283.206604,25240781804
2020-09-06,283.269501,303.896637,269.506500,298.573792,298.573792,23357554145
2020-09-07,298.648132,302.536469,275.992279,298.397034,298.397034,18414194424
2020-09-08,298.844452,300.865570,279.440338,286.908447,286.908447,15289850275
2020-09-09,287.097809,304.202637,282.035980,297.462524,297.462524,12325096566
2020-09-10,297.733032,316.978149,297.463989,311.266968,311.266968,26569711381
2020-09-11,311.281006,317.898651,300.475800,316.291046,316.291046,23041545236
2020-09-12,316.206451,327.105713,310.480896,326.805786,326.805786,11222120232
2020-09-13,327.089539,328.305420,299.084381,308.777618,308.777618,12674687734
2020-09-14,308.887054,323.576965,302.113556,317.894287,317.894287,14776770245
2020-09-15,317.797516,321.172760,306.828156,307.997986,307.997986,13625913565
2020-09-16,307.917603,314.983612,301.392273,309.931549,309.931549,13647045556
2020-09-17,309.976837,332.566010,309.315277,328.287476,328.287476,16792915786
2020-09-18,328.556061,330.546051,317.993347,324.622772,324.622772,11915495697
2020-09-19,324.350067,326.930878,319.876404,325.636963,325.636963,9332590982
2020-09-20,325.682220,325.682220,310.053772,313.207916,313.207916,10375916215
2020-09-21,313.501099,316.771881,286.212128,290.503479,290.503479,14787778938
2020-09-22,290.450562,294.516083,287.307037,294.253937,294.253937,10875404210
2020-09-23,294.328003,294.469666,273.523438,275.471893,275.471893,11065794776
2020-09-24,275.359253,301.126587,273.099548,299.268463,299.268463,13461344638
2020-09-25,299.316315,307.648773,290.864471,302.798340,302.798340,12364499047
2020-09-26,302.942474,305.940460,299.279541,305.625183,305.625183,11218796704
2020-09-27,305.171112,311.210297,300.764252,307.224121,307.224121,11687807663
2020-09-28,307.643066,314.256256,303.720062,304.154266,304.154266,12210769903
2020-09-29,303.472229,306.879456,301.640564,306.390259,306.390259,9879244073
2020-09-30,306.629669,307.894440,301.730042,307.042847,307.042847,10081794869
2020-10-01,307.359558,314.924194,295.203644,300.756592,300.756592,12499652245
2020-10-02,300.538391,302.197845,287.250427,295.500031,295.500031,12132224498
2020-10-03,295.482697,299.826019,294.158112,295.741699,295.741699,8585920706
2020-10-04,295.810120,302.266205,294.554474,300.840149,300.840149,9127244465
2020-10-05,300.974792,303.072937,298.186737,300.236755,300.236755,10017178650
2020-10-06,300.236511,301.066193,288.044739,290.372375,290.372375,10931735641
2020-10-07,290.480804,291.057526,285.302124,290.511719,290.511719,10139535607
2020-10-08,290.712280,299.522400,285.331238,298.094757,298.094757,11439697831
2020-10-09,298.389404,311.354462,295.798065,309.055206,309.055206,11026441607
2020-10-10,308.896271,319.729553,308.814758,313.559601,313.559601,11510996638
2020-10-11,313.526520,318.867096,312.596405,317.493591,317.493591,10650637908
2020-10-12,317.203033,334.462616,310.859161,328.225769,328.225769,13432261172
2020-10-13,327.727753,328.208313,319.780670,324.634644,324.634644,12115965386
2020-10-14,325.299500,329.193604,318.512726,323.110931,323.110931,11851174071
2020-10-15,322.862457,324.604614,317.304260,322.415344,322.415344,12782584301
2020-10-16,322.779816,324.500366,309.642975,312.576477,312.576477,12521514842
2020-10-17,312.394409,315.636658,311.130371,314.858002,314.858002,9347948729
2020-10-18,314.748413,323.249329,314.237610,322.794434,322.794434,9428382138
2020-10-19,323.012848,325.248108,319.086426,322.842682,322.842682,10886096743
2020-10-20,322.659210,323.363953,310.843445,312.061707,312.061707,11616889948
2020-10-21,311.996216,337.803680,311.690521,330.912231,330.912231,17078718604
2020-10-22,330.320465,355.374725,330.212952,350.180206,350.180206,13348717708
2020-10-23,350.415771,353.588348,340.408020,345.430450,345.430450,12017895396
2020-10-24,345.430908,351.190582,343.816162,347.698883,347.698883,10285980728
2020-10-25,347.698883,351.662292,342.167450,342.862000,342.862000,9191716261
2020-10-26,342.862213,347.461578,324.826569,333.548950,333.548950,12834000118
2020-10-27,333.548859,346.407623,330.616455,342.895721,342.895721,11832054967
2020-10-28,342.895752,347.068756,324.410400,330.794647,330.794647,13002329001
2020-10-29,330.794922,337.210419,325.819611,331.158936,331.158936,11063869699
2020-10-30,331.159058,335.316162,321.316895,327.885315,327.885315,11723820795
2020-10-31,327.885376,336.553436,326.521454,331.055847,331.055847,9657005076
2020-11-01,331.055878,340.812225,329.835724,340.466522,340.466522,8998014253
2020-11-02,340.464630,346.467682,327.147095,329.158447,329.158447,12024896113
2020-11-03,329.157867,331.291809,318.676941,329.544403,329.544403,10702901897
2020-11-04,329.545288,347.936127,324.000031,342.729950,342.729950,12891366086
2020-11-05,342.730743,353.122986,337.653381,350.396606,350.396606,13066408342
2020-11-06,350.396088,384.198029,349.235596,382.950500,382.950500,14096482098
2020-11-07,382.953247,392.169067,360.824951,366.936249,366.936249,15894159868
2020-11-08,366.941040,385.520264,364.780884,381.374725,381.374725,9495279798
2020-11-09,381.390991,384.488800,368.529846,375.645569,375.645569,11590264721
2020-11-10,375.648407,383.353668,372.079315,380.490570,380.490570,10230119272
2020-11-11,380.490601,402.156067,380.270233,393.018768,393.018768,11948961926
2020-11-12,393.017914,395.838318,383.023315,390.556763,390.556763,10909478472
2020-11-13,390.556946,401.508209,387.134064,401.009003,401.009003,11145424038
2020-11-14,401.009003,401.461029,382.725220,388.777832,388.777832,8712578985
2020-11-15,388.777893,389.491119,371.855103,377.830292,377.830292,8702555228
2020-11-16,377.830200,391.418213,376.233704,387.824432,387.824432,9647321747
2020-11-17,391.590485,406.451843,388.562317,404.906067,404.906067,12300809531
2020-11-18,404.894897,414.382477,392.295349,404.784760,404.784760,15094625107
2020-11-19,404.782196,405.338928,393.661194,397.477844,397.477844,10512703223
2020-11-20,397.478729,433.309937,397.478729,429.917542,429.917542,15712456916
2020-11-21,429.917572,464.066742,425.278656,463.441956,463.441956,17506724266
2020-11-22,463.441956,488.602783,433.948425,470.321930,470.321930,18513126458
2020-11-23,470.314697,515.208923,464.305908,513.788330,513.788330,23029168902
2020-11-24,513.846375,523.186401,500.599487,507.573029,507.573029,19568201274
2020-11-25,507.576660,508.584686,469.620270,478.902527,478.902527,16857640492
2020-11-26,478.758423,482.756561,407.490021,435.568359,435.568359,26113895824
2020-11-27,435.826019,445.496643,416.239807,432.578674,432.578674,14069306399
2020-11-28,432.665344,458.087677,424.720642,449.883698,449.883698,12345826470
2020-11-29,449.912750,481.842987,444.666046,480.960632,480.960632,12544913494
2020-11-30,480.959839,515.362976,476.983704,515.048035,515.048035,16985749692
2020-12-01,515.238892,530.968811,477.643829,486.546417,486.546417,22515380310
2020-12-02,486.494537,500.892883,479.570862,493.925507,493.925507,13936752454
2020-12-03,494.013702,512.096191,485.480469,507.780090,507.780090,13294305386
2020-12-04,507.791656,509.413208,469.686768,469.745117,469.745117,13479312289
2020-12-05,469.739716,492.116699,464.492584,492.116699,492.116699,11134171466
2020-12-06,492.094604,500.527496,482.066620,496.620056,496.620056,9315833555
2020-12-07,496.527740,497.415741,482.978058,488.702820,488.702820,8852222744
2020-12-08,488.750275,490.780060,456.277161,458.170654,458.170654,11890469186
2020-12-09,458.141907,477.774872,439.427368,474.795410,474.795410,13127445698
2020-12-10,474.816040,475.541382,453.015472,460.886841,460.886841,9612196221
2020-12-11,460.887451,461.363739,443.794098,450.640289,450.640289,9163795504
2020-12-12,450.459656,473.380585,450.184753,469.440460,469.440460,7046600401
2020-12-13,469.475586,490.258453,466.136749,485.990417,485.990417,7475651237
2020-12-14,486.088684,486.710266,474.506195,482.365112,482.365112,6688644671
